#serial real imag abs
0.012025 -14.924747 -32.871220 36.100764
0.012050 -9.370934 -11.954700 15.189774
0.012075 -2.224613 12.028054 12.232047
0.012100 31.053493 -3.614913 31.263191
0.012125 3.126100 -11.409076 11.829603
0.012150 17.463179 2.958868 17.712072
0.012175 -14.565891 -1.840936 14.681765
0.012200 -17.387276 -10.630481 20.379511
0.012225 -4.813779 -2.208416 5.296184
0.012250 9.910379 36.551140 37.870852
0.012275 -21.385332 14.847184 26.034041
0.012300 -7.634414 14.761217 16.618598
0.012325 -4.571407 2.035496 5.004099
0.012350 -7.716894 -33.310154 34.192350
0.012375 -26.782928 2.142982 26.868524
0.012400 13.797193 3.368003 14.202322
0.012425 -13.210156 -8.080822 15.485733
0.012450 11.928591 -16.688549 20.513385
0.012475 -13.565270 10.299572 17.032256
0.012500 -25.247980 -1.722051 25.306639
0.012525 -9.243421 6.636729 11.379235
0.012550 -27.602865 2.640447 27.728868
0.012575 17.775026 28.359852 33.469879
0.012600 6.809487 13.507172 15.126559
0.012625 -12.728902 -10.705047 16.631987
0.012650 -11.371159 14.119195 18.128842
0.012675 -23.496803 -4.177689 23.865307
0.012700 13.605702 -2.192036 13.781153
0.012725 -7.107846 0.897975 7.164344
0.012750 5.847344 -18.947176 19.828941
0.012775 -32.547684 15.176177 35.911947
0.012800 -51.675636 -68.121529 85.503883
0.012825 12.392649 -13.788035 18.538816
0.012850 -28.607248 -27.087175 39.396570
0.012875 21.218029 22.856647 31.187034
0.012900 -16.515886 -14.955177 22.280750
0.012925 35.429562 -27.906261 45.100035
0.012950 0.237183 -11.548763 11.551199
0.012975 12.136142 -16.011848 20.091422
0.013000 -2.494483 7.660732 8.056629
0.013025 -16.646013 -17.534758 24.177624
0.013050 -1.697988 8.136541 8.311827
0.013075 -1.226299 -24.570814 24.601396
0.013100 0.036463 6.548335 6.548437
0.013125 24.062101 33.807354 41.496046
0.013150 -8.915888 -1.749800 9.085970
0.013175 -13.219251 21.106869 24.904788
0.013200 7.719782 9.113138 11.943380
0.013225 -17.855963 36.673859 40.789795
0.013250 -17.996321 -1.557395 18.063583
0.013275 -2.649592 -9.330696 9.699599
0.013300 -24.730635 13.385626 28.120798
0.013325 28.514462 11.531467 30.757914
0.013350 -9.494841 28.491499 30.031941
0.013375 -6.986028 -21.634869 22.734822
0.013400 -11.878993 1.888880 12.028231
0.013425 -10.267470 -29.895620 31.609636
0.013450 -8.312644 13.009718 15.438679
0.013475 -31.154045 16.505213 35.256157
0.013500 -11.802406 -29.217863 31.511591
0.013525 -35.851704 -2.389681 35.931256
0.013550 -25.366199 -20.376144 32.536615
0.013575 8.326606 24.111057 25.508340
0.013600 5.116403 15.904393 16.707103
0.013625 7.960079 -6.112112 10.035974
0.013650 -10.523799 -1.200237 10.592021
0.013675 10.395426 -4.243635 11.228238
0.013700 1.916776 26.983290 27.051283
0.013725 -9.603196 10.020179 13.878954
0.013750 -3.485035 44.740978 44.876504
0.013775 8.151933 7.959834 11.393549
0.013800 -6.902995 -15.991989 17.418239
0.013825 -19.924393 19.494745 27.875195
0.013850 12.129293 27.861755 30.387451
0.013875 -9.911558 23.870333 25.846310
0.013900 5.624908 7.949419 9.738216
0.013925 1.985885 -6.708989 6.996733
0.013950 -23.915854 10.294095 26.037213
0.013975 -2.391029 15.552312 15.735038
0.014000 18.246473 -6.600050 19.403465
0.014025 17.561140 -18.193048 25.285977
0.014050 2.601366 -10.487116 10.804939
0.014075 0.134896 4.228072 4.230223
0.014100 -6.056098 -5.462572 8.155735
0.014125 -21.391396 1.006543 21.415063
0.014150 15.668552 9.166502 18.152914
0.014175 7.390867 -9.585843 12.104268
0.014200 24.707205 0.904070 24.723740
0.014225 -16.259405 35.869007 39.382153
0.014250 -5.168702 -2.855559 5.905057
0.014275 7.284095 21.179869 22.397431
0.014300 2.088825 -10.752604 10.953615
0.014325 -24.144791 1.816793 24.213046
0.014350 8.561132 2.278543 8.859162
0.014375 -10.652474 -5.645211 12.055854
0.014400 -9.330322 10.753441 14.236973
0.014425 11.464375 14.361833 18.376456
0.014450 3.152658 9.087209 9.618556
0.014475 17.816746 -5.655392 18.692776
0.014500 23.447639 -12.190435 26.427231
0.014525 -5.458702 -0.366620 5.471000
0.014550 11.881468 -7.917027 14.277555
0.014575 15.161768 -1.082873 15.200389
0.014600 12.870687 2.707648 13.152413
0.014625 4.901635 15.464517 16.222740
0.014650 9.942644 -8.426873 13.033356
0.014675 27.410448 -11.298536 29.647758
0.014700 0.161171 7.061545 7.063384
0.014725 3.418482 10.543676 11.084003
0.014750 -11.443757 25.850460 28.270229
0.014775 -2.795198 23.386780 23.553229
0.014800 11.413119 10.603973 15.578946
0.014825 -24.416470 -8.187988 25.752809
0.014850 -8.450377 10.427799 13.421918
0.014875 10.664989 -3.245603 11.147912
0.014900 12.327019 26.065773 28.833659
0.014925 4.566688 -0.668713 4.615389
0.014950 18.850599 0.056430 18.850683
0.014975 7.606247 -4.588058 8.882864
0.015000 -39.375462 -0.890836 39.385538
0.015025 -27.266592 25.361574 37.238106
0.015050 -21.817774 7.870399 23.193931
0.015075 11.914096 5.609152 13.168457
0.015100 -2.957502 11.080505 11.468409
0.015125 36.913811 9.933702 38.227057
0.015150 -2.614444 7.803893 8.230192
0.015175 -14.831769 -23.076626 27.431953
0.015200 15.429247 -1.239425 15.478948
0.015225 5.898538 -15.492887 16.577765
0.015250 33.715286 22.931084 40.774443
0.015275 -2.707314 -19.877823 20.061341
0.015300 -5.937704 10.615012 12.162846
0.015325 -20.929688 20.953432 29.615843
0.015350 -17.263395 -6.716030 18.523765
0.015375 21.087046 9.516800 23.135103
0.015400 -11.663698 -0.498896 11.674363
0.015425 -2.717105 10.010619 10.372808
0.015450 4.693441 2.125264 5.152197
0.015475 11.009828 -12.732478 16.832478
0.015500 2.708915 12.712334 12.997756
0.015525 32.669239 -25.490690 41.437356
0.015550 30.635971 -20.855515 37.060967
0.015575 14.121000 -52.367336 54.237814
0.015600 -1.400789 -7.093425 7.230414
0.015625 23.210320 -4.835415 23.708652
0.015650 -8.217403 23.923624 25.295562
0.015675 3.885468 15.521686 16.000612
0.015700 39.185005 20.815868 44.370768
0.015725 10.355189 4.062875 11.123709
0.015750 10.054714 12.293400 15.881592
0.015775 -15.729532 17.022980 23.177576
0.015800 5.052163 -14.381465 15.243060
0.015825 17.449226 14.406356 22.627827
0.015850 -1.561546 10.807908 10.920133
0.015875 5.783230 3.576686 6.799885
0.015900 -17.084061 5.833652 18.052607
0.015925 -7.767470 -25.080605 26.255863
0.015950 -21.284439 -26.696659 34.142920
0.015975 -13.507524 12.448113 18.368689
0.016000 35.360329 82.437469 89.701110
0.016025 15.082254 19.969603 25.025175
0.016050 -3.309734 -22.728016 22.967739
0.016075 -8.687859 -10.186852 13.388459
0.016100 5.129620 -9.518246 10.812493
0.016125 24.816647 -21.710670 32.973008
0.016150 -24.391920 -24.541014 34.600969
0.016175 2.169784 -20.579994 20.694060
0.016200 -0.301834 -12.137195 12.140947
0.016225 15.706312 -16.851542 23.036118
0.016250 -24.843647 16.670418 29.918383
0.016275 -18.560450 -2.596216 18.741148
0.016300 -14.207130 1.952145 14.340622
0.016325 18.489964 2.387576 18.643478
0.016350 -2.296494 17.948317 18.094639
0.016375 -0.817688 7.407385 7.452380
0.016400 6.758232 -28.527039 29.316644
0.016425 18.040783 4.560984 18.608397
0.016450 -9.150956 -5.028637 10.441609
0.016475 -33.979675 15.658807 37.414122
0.016500 -19.409510 -2.670086 19.592305
0.016525 18.964277 -13.774986 23.439156
0.016550 2.680828 13.156450 13.426802
0.016575 3.427021 -23.469006 23.717898
0.016600 12.029255 -29.068743 31.459416
